TITLE = STREAM FUNCTION
VARIABLES = "x", "y", "phi"
Zone T = "BLOCK1", i=101, j=101, F=POINT


0	0	0
0	0.01	0
0	0.02	0
0	0.03	0
0	0.04	0
0	0.05	0
0	0.06	0
0	0.07	0
0	0.08	0
0	0.09	0
0	0.1	0
0	0.11	0
0	0.12	0
0	0.13	0
0	0.14	0
0	0.15	0
0	0.16	0
0	0.17	0
0	0.18	0
0	0.19	0
0	0.2	0
0	0.21	0
0	0.22	0
0	0.23	0
0	0.24	0
0	0.25	0
0	0.26	0
0	0.27	0
0	0.28	0
0	0.29	0
0	0.3	0
0	0.31	0
0	0.32	0
0	0.33	0
0	0.34	0
0	0.35	0
0	0.36	0
0	0.37	0
0	0.38	0
0	0.39	0
0	0.4	0
0	0.41	0
0	0.42	0
0	0.43	0
0	0.44	0
0	0.45	0
0	0.46	0
0	0.47	0
0	0.48	0
0	0.49	0
0	0.5	0
0	0.51	0
0	0.52	0
0	0.53	0
0	0.54	0
0	0.55	0
0	0.56	0
0	0.57	0
0	0.58	0
0	0.59	0
0	0.6	0
0	0.61	0
0	0.62	0
0	0.63	0
0	0.64	0
0	0.65	0
0	0.66	0
0	0.67	0
0	0.68	0
0	0.69	0
0	0.7	0
0	0.71	0
0	0.72	0
0	0.73	0
0	0.74	0
0	0.75	0
0	0.76	0
0	0.77	0
0	0.78	0
0	0.79	0
0	0.8	0
0	0.81	0
0	0.82	0
0	0.83	0
0	0.84	0
0	0.85	0
0	0.86	0
0	0.87	0
0	0.88	0
0	0.89	0
0	0.9	0
0	0.91	0
0	0.92	0
0	0.93	0
0	0.94	0
0	0.95	0
0	0.96	0
0	0.97	0
0	0.98	0
0	0.99	0
0	1	0
0.01	0	0
0.01	0.01	8.63649e-08
0.01	0.02	2.76903e-07
0.01	0.03	4.76813e-07
0.01	0.04	6.22046e-07
0.01	0.05	6.75278e-07
0.01	0.06	6.16058e-07
0.01	0.07	4.33822e-07
0.01	0.08	1.2373e-07
0.01	0.09	-3.15741e-07
0.01	0.1	-8.84175e-07
0.01	0.11	-1.58003e-06
0.01	0.12	-2.40112e-06
0.01	0.13	-3.3449e-06
0.01	0.14	-4.40863e-06
0.01	0.15	-5.58947e-06
0.01	0.16	-6.88457e-06
0.01	0.17	-8.29102e-06
0.01	0.18	-9.80593e-06
0.01	0.19	-1.14264e-05
0.01	0.2	-1.31495e-05
0.01	0.21	-1.49722e-05
0.01	0.22	-1.68914e-05
0.01	0.23	-1.89042e-05
0.01	0.24	-2.10071e-05
0.01	0.25	-2.3197e-05
0.01	0.26	-2.54703e-05
0.01	0.27	-2.78235e-05
0.01	0.28	-3.02527e-05
0.01	0.29	-3.27541e-05
0.01	0.3	-3.53235e-05
0.01	0.31	-3.79567e-05
0.01	0.32	-4.06492e-05
0.01	0.33	-4.33964e-05
0.01	0.34	-4.61935e-05
0.01	0.35	-4.90356e-05
0.01	0.36	-5.19175e-05
0.01	0.37	-5.4834e-05
0.01	0.38	-5.77798e-05
0.01	0.39	-6.07493e-05
0.01	0.4	-6.37371e-05
0.01	0.41	-6.67375e-05
0.01	0.42	-6.97451e-05
0.01	0.43	-7.27542e-05
0.01	0.44	-7.57595e-05
0.01	0.45	-7.87555e-05
0.01	0.46	-8.1737e-05
0.01	0.47	-8.46992e-05
0.01	0.48	-8.76373e-05
0.01	0.49	-9.0547e-05
0.01	0.5	-9.34243e-05
0.01	0.51	-9.62658e-05
0.01	0.52	-9.90686e-05
0.01	0.53	-0.00010183
0.01	0.54	-0.000104549
0.01	0.55	-0.000107225
0.01	0.56	-0.000109858
0.01	0.57	-0.000112449
0.01	0.58	-0.000115001
0.01	0.59	-0.000117517
0.01	0.6	-0.000120002
0.01	0.61	-0.000122464
0.01	0.62	-0.000124911
0.01	0.63	-0.000127354
0.01	0.64	-0.000129806
0.01	0.65	-0.000132283
0.01	0.66	-0.000134805
0.01	0.67	-0.000137394
0.01	0.68	-0.000140076
0.01	0.69	-0.000142884
0.01	0.7	-0.000145853
0.01	0.71	-0.000149029
0.01	0.72	-0.000152462
0.01	0.73	-0.000156213
0.01	0.74	-0.000160352
0.01	0.75	-0.000164963
0.01	0.76	-0.000170147
0.01	0.77	-0.000176019
0.01	0.78	-0.000182721
0.01	0.79	-0.000190421
0.01	0.8	-0.000199319
0.01	0.81	-0.000209661
0.01	0.82	-0.000221741
0.01	0.83	-0.000235924
0.01	0.84	-0.00025266
0.01	0.85	-0.000272512
0.01	0.86	-0.000296194
0.01	0.87	-0.000324629
0.01	0.88	-0.00035903
0.01	0.89	-0.000401029
0.01	0.9	-0.000452886
0.01	0.91	-0.000517832
0.01	0.92	-0.000600653
0.01	0.93	-0.00070872
0.01	0.94	-0.000853759
0.01	0.95	-0.00105469
0.01	0.96	-0.00134072
0.01	0.97	-0.00174669
0.01	0.98	-0.00225652
0.01	0.99	-0.00247726
0.01	1	0
0.02	0	0
0.02	0.01	2.76392e-07
0.02	0.02	7.87527e-07
0.02	0.03	1.27311e-06
0.02	0.04	1.55096e-06
0.02	0.05	1.50346e-06
0.02	0.06	1.05838e-06
0.02	0.07	1.73558e-07
0.02	0.08	-1.17383e-06
0.02	0.09	-2.99429e-06
0.02	0.1	-5.29044e-06
0.02	0.11	-8.05996e-06
0.02	0.12	-1.12974e-05
0.02	0.13	-1.49952e-05
0.02	0.14	-1.91449e-05
0.02	0.15	-2.37369e-05
0.02	0.16	-2.87613e-05
0.02	0.17	-3.4208e-05
0.02	0.18	-4.00663e-05
0.02	0.19	-4.63257e-05
0.02	0.2	-5.29752e-05
0.02	0.21	-6.00037e-05
0.02	0.22	-6.73996e-05
0.02	0.23	-7.51511e-05
0.02	0.24	-8.3246e-05
0.02	0.25	-9.16717e-05
0.02	0.26	-0.000100415
0.02	0.27	-0.000109462
0.02	0.28	-0.000118798
0.02	0.29	-0.000128409
0.02	0.3	-0.000138279
0.02	0.31	-0.000148392
0.02	0.32	-0.000158731
0.02	0.33	-0.000169278
0.02	0.34	-0.000180015
0.02	0.35	-0.000190924
0.02	0.36	-0.000201985
0.02	0.37	-0.000213179
0.02	0.38	-0.000224485
0.02	0.39	-0.000235883
0.02	0.4	-0.000247352
0.02	0.41	-0.000258871
0.02	0.42	-0.00027042
0.02	0.43	-0.000281977
0.02	0.44	-0.000293522
0.02	0.45	-0.000305035
0.02	0.46	-0.000316496
0.02	0.47	-0.000327888
0.02	0.48	-0.000339192
0.02	0.49	-0.000350392
0.02	0.5	-0.000361474
0.02	0.51	-0.000372424
0.02	0.52	-0.000383232
0.02	0.53	-0.00039389
0.02	0.54	-0.000404391
0.02	0.55	-0.000414732
0.02	0.56	-0.000424916
0.02	0.57	-0.000434945
0.02	0.58	-0.000444831
0.02	0.59	-0.000454586
0.02	0.6	-0.00046423
0.02	0.61	-0.000473789
0.02	0.62	-0.000483296
0.02	0.63	-0.000492792
0.02	0.64	-0.000502326
0.02	0.65	-0.000511957
0.02	0.66	-0.000521758
0.02	0.67	-0.000531813
0.02	0.68	-0.00054222
0.02	0.69	-0.000553098
0.02	0.7	-0.000564584
0.02	0.71	-0.000576837
0.02	0.72	-0.000590047
0.02	0.73	-0.000604434
0.02	0.74	-0.000620256
0.02	0.75	-0.000637816
0.02	0.76	-0.000657471
0.02	0.77	-0.000679642
0.02	0.78	-0.000704825
0.02	0.79	-0.000733609
0.02	0.8	-0.000766695
0.02	0.81	-0.000804921
0.02	0.82	-0.000849294
0.02	0.83	-0.000901031
0.02	0.84	-0.000961616
0.02	0.85	-0.00103287
0.02	0.86	-0.00111705
0.02	0.87	-0.001217
0.02	0.88	-0.00133632
0.02	0.89	-0.00147968
0.02	0.9	-0.0016532
0.02	0.91	-0.00186501
0.02	0.92	-0.00212609
0.02	0.93	-0.00245114
0.02	0.94	-0.00285922
0.02	0.95	-0.00337183
0.02	0.96	-0.00400125
0.02	0.97	-0.00470457
0.02	0.98	-0.00522807
0.02	0.99	-0.00462766
0.02	1	0
0.03	0	0
0.03	0.01	4.74457e-07
0.03	0.02	1.2696e-06
0.03	0.03	1.9247e-06
0.03	0.04	2.11534e-06
0.03	0.05	1.62225e-06
0.03	0.06	3.02741e-07
0.03	0.07	-1.93223e-06
0.03	0.08	-5.13495e-06
0.03	0.09	-9.33284e-06
0.03	0.1	-1.45366e-05
0.03	0.11	-2.07459e-05
0.03	0.12	-2.79529e-05
0.03	0.13	-3.61447e-05
0.03	0.14	-4.53053e-05
0.03	0.15	-5.54165e-05
0.03	0.16	-6.64584e-05
0.03	0.17	-7.84103e-05
0.03	0.18	-9.12504e-05
0.03	0.19	-0.000104956
0.03	0.2	-0.000119505
0.03	0.21	-0.000134872
0.03	0.22	-0.000151034
0.03	0.23	-0.000167965
0.03	0.24	-0.000185638
0.03	0.25	-0.000204027
0.03	0.26	-0.000223102
0.03	0.27	-0.000242834
0.03	0.28	-0.000263193
0.03	0.29	-0.000284145
0.03	0.3	-0.000305658
0.03	0.31	-0.000327696
0.03	0.32	-0.000350223
0.03	0.33	-0.000373202
0.03	0.34	-0.000396592
0.03	0.35	-0.000420355
0.03	0.36	-0.000444449
0.03	0.37	-0.000468831
0.03	0.38	-0.000493459
0.03	0.39	-0.000518287
0.03	0.4	-0.000543272
0.03	0.41	-0.000568369
0.03	0.42	-0.000593533
0.03	0.43	-0.000618719
0.03	0.44	-0.000643885
0.03	0.45	-0.000668986
0.03	0.46	-0.000693981
0.03	0.47	-0.000718831
0.03	0.48	-0.000743498
0.03	0.49	-0.000767947
0.03	0.5	-0.000792147
0.03	0.51	-0.00081607
0.03	0.52	-0.000839692
0.03	0.53	-0.000862996
0.03	0.54	-0.000885969
0.03	0.55	-0.000908604
0.03	0.56	-0.000930904
0.03	0.57	-0.000952879
0.03	0.58	-0.000974547
0.03	0.59	-0.000995938
0.03	0.6	-0.00101709
0.03	0.61	-0.00103807
0.03	0.62	-0.00105893
0.03	0.63	-0.00107977
0.03	0.64	-0.00110069
0.03	0.65	-0.00112181
0.03	0.66	-0.00114329
0.03	0.67	-0.0011653
0.03	0.68	-0.00118805
0.03	0.69	-0.0012118
0.03	0.7	-0.00123681
0.03	0.71	-0.00126344
0.03	0.72	-0.00129206
0.03	0.73	-0.00132315
0.03	0.74	-0.00135722
0.03	0.75	-0.00139489
0.03	0.76	-0.00143691
0.03	0.77	-0.0014841
0.03	0.78	-0.00153747
0.03	0.79	-0.0015982
0.03	0.8	-0.00166765
0.03	0.81	-0.00174747
0.03	0.82	-0.00183957
0.03	0.83	-0.00194628
0.03	0.84	-0.00207035
0.03	0.85	-0.00221508
0.03	0.86	-0.0023845
0.03	0.87	-0.00258346
0.03	0.88	-0.00281793
0.03	0.89	-0.0030952
0.03	0.9	-0.00342424
0.03	0.91	-0.00381587
0.03	0.92	-0.00428275
0.03	0.93	-0.00483833
0.03	0.94	-0.00549299
0.03	0.95	-0.00624268
0.03	0.96	-0.00703821
0.03	0.97	-0.00770721
0.03	0.98	-0.00776769
0.03	0.99	-0.00603226
0.03	1	0
0.04	0	0
0.04	0.01	6.16437e-07
0.04	0.02	1.5418e-06
0.04	0.03	2.11024e-06
0.04	0.04	1.84825e-06
0.04	0.05	4.26786e-07
0.04	0.06	-2.37648e-06
0.04	0.07	-6.70648e-06
0.04	0.08	-1.2653e-05
0.04	0.09	-2.0267e-05
0.04	0.1	-2.95721e-05
0.04	0.11	-4.0573e-05
0.04	0.12	-5.32615e-05
0.04	0.13	-6.76201e-05
0.04	0.14	-8.36249e-05
0.04	0.15	-0.000101248
0.04	0.16	-0.000120458
0.04	0.17	-0.00014122
0.04	0.18	-0.0001635
0.04	0.19	-0.00018726
0.04	0.2	-0.000212461
0.04	0.21	-0.000239064
0.04	0.22	-0.000267027
0.04	0.23	-0.000296305
0.04	0.24	-0.000326856
0.04	0.25	-0.000358631
0.04	0.26	-0.000391583
0.04	0.27	-0.00042566
0.04	0.28	-0.00046081
0.04	0.29	-0.000496978
0.04	0.3	-0.000534106
0.04	0.31	-0.000572135
0.04	0.32	-0.000611003
0.04	0.33	-0.000650645
0.04	0.34	-0.000690995
0.04	0.35	-0.000731985
0.04	0.36	-0.000773543
0.04	0.37	-0.000815599
0.04	0.38	-0.000858078
0.04	0.39	-0.000900906
0.04	0.4	-0.000944006
0.04	0.41	-0.000987304
0.04	0.42	-0.00103072
0.04	0.43	-0.00107419
0.04	0.44	-0.00111762
0.04	0.45	-0.00116095
0.04	0.46	-0.00120411
0.04	0.47	-0.00124703
0.04	0.48	-0.00128964
0.04	0.49	-0.00133189
0.04	0.5	-0.00137373
0.04	0.51	-0.00141509
0.04	0.52	-0.00145596
0.04	0.53	-0.00149628
0.04	0.54	-0.00153605
0.04	0.55	-0.00157525
0.04	0.56	-0.00161388
0.04	0.57	-0.00165195
0.04	0.58	-0.00168951
0.04	0.59	-0.0017266
0.04	0.6	-0.00176328
0.04	0.61	-0.00179965
0.04	0.62	-0.00183582
0.04	0.63	-0.00187193
0.04	0.64	-0.00190817
0.04	0.65	-0.00194473
0.04	0.66	-0.00198187
0.04	0.67	-0.00201988
0.04	0.68	-0.0020591
0.04	0.69	-0.00209995
0.04	0.7	-0.00214289
0.04	0.71	-0.00218847
0.04	0.72	-0.00223733
0.04	0.73	-0.0022902
0.04	0.74	-0.00234795
0.04	0.75	-0.00241157
0.04	0.76	-0.00248223
0.04	0.77	-0.00256127
0.04	0.78	-0.00265024
0.04	0.79	-0.00275099
0.04	0.8	-0.00286563
0.04	0.81	-0.00299664
0.04	0.82	-0.00314691
0.04	0.83	-0.00331985
0.04	0.84	-0.00351941
0.04	0.85	-0.00375025
0.04	0.86	-0.00401782
0.04	0.87	-0.00432847
0.04	0.88	-0.00468956
0.04	0.89	-0.00510952
0.04	0.9	-0.00559759
0.04	0.91	-0.00616331
0.04	0.92	-0.00681475
0.04	0.93	-0.00755451
0.04	0.94	-0.00837064
0.04	0.95	-0.00921662
0.04	0.96	-0.00996884
0.04	0.97	-0.01034
0.04	0.98	-0.00971755
0.04	0.99	-0.00691587
0.04	1	0
0.05	0	0
0.05	0.01	6.66085e-07
0.05	0.02	1.49121e-06
0.05	0.03	1.62158e-06
0.05	0.04	4.40911e-07
0.05	0.05	-2.4885e-06
0.05	0.06	-7.47055e-06
0.05	0.07	-1.47099e-05
0.05	0.08	-2.43381e-05
0.05	0.09	-3.6434e-05
0.05	0.1	-5.1038e-05
0.05	0.11	-6.81627e-05
0.05	0.12	-8.78015e-05
0.05	0.13	-0.000109933
0.05	0.14	-0.000134527
0.05	0.15	-0.000161544
0.05	0.16	-0.00019094
0.05	0.17	-0.000222667
0.05	0.18	-0.000256674
0.05	0.19	-0.000292907
0.05	0.2	-0.000331307
0.05	0.21	-0.000371816
0.05	0.22	-0.000414372
0.05	0.23	-0.000458911
0.05	0.24	-0.000505365
0.05	0.25	-0.000553664
0.05	0.26	-0.000603735
0.05	0.27	-0.000655503
0.05	0.28	-0.000708888
0.05	0.29	-0.000763807
0.05	0.3	-0.000820174
0.05	0.31	-0.0008779
0.05	0.32	-0.000936891
0.05	0.33	-0.000997051
0.05	0.34	-0.00105828
0.05	0.35	-0.00112048
0.05	0.36	-0.00118354
0.05	0.37	-0.00124735
0.05	0.38	-0.0013118
